,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Avg counts in Cre-,Avg counts in Cre+
Prepl,15.96382604,-1.55780245,1.309600063,-1.189525332,0.234233009,0.816113454,7.2,43.2
Wdr25,7.691354515,-1.885376331,1.585129236,-1.189414899,0.234276441,0.816113454,4.7,18.5
Fuca1,213.8142702,0.345915341,0.291044039,1.188532644,0.234623627,0.816643844,191.1,314.4
1700102P08Rik,4.792107196,2.137430474,1.798959095,1.188148458,0.234774926,0.816797453,6.3,7.6
Srebf2,182.2432552,0.305801378,0.257413491,1.187977274,0.234842363,0.816797453,144.8,279.2
Ttll5,54.30641514,0.994562167,0.837133325,1.188057073,0.234810925,0.816797453,58.7,65.8
Ms4a4d,8.279121477,-1.345259429,1.13277613,-1.187577486,0.234999912,0.817052822,3.9,21
Tor1aip1,539.9151994,-0.186290706,0.156876977,-1.187495515,0.235032225,0.817052822,384.7,1013.8
Npc2,1322.294268,-0.23725976,0.199837804,-1.187261645,0.235124432,0.817170945,1061.3,2487.2
Coa6,56.67442328,0.665446821,0.560877246,1.186439325,0.235448849,0.817224748,46,77.6
Gm3550,8.080300682,1.024869953,0.863934452,1.186282074,0.235510924,0.817224748,10,9.3
H2afz,29.622585,-0.852456307,0.718309654,-1.186753237,0.235324969,0.817224748,17.9,70.3
Irf4,297.5158312,0.472907683,0.39866155,1.18623851,0.235528122,0.817224748,221.5,449
Osbpl7,74.06036913,-0.606546972,0.5111602,-1.18660837,0.235382133,0.817224748,48.9,155
Prr5l,78.88426447,-0.723348151,0.609808339,-1.18618934,0.235547535,0.817224748,47.3,179.1
Tmem181b-ps,30.92729633,0.891532392,0.751579925,1.186211024,0.235538974,0.817224748,26,41.2
4930563E22Rik,2.847820192,-3.389052535,2.858575317,-1.185573987,0.23579058,0.817254256,0.3,7.9
Arsb,46.40581896,-0.663756305,0.559998011,-1.185283327,0.235905443,0.817254256,37.6,106.9
Bphl,7.748062422,-1.547411374,1.305068568,-1.185693543,0.235743346,0.817254256,5.9,19.2
Gm36931,30.93430841,1.272065804,1.073143784,1.18536381,0.235873634,0.817254256,39.3,31.1
Gpcpd1,292.3063767,0.29659576,0.250096705,1.185924301,0.235652195,0.817254256,212.9,467.1
Trim30a,1462.598443,-0.148499926,0.125269479,-1.185443788,0.235842027,0.817254256,1036.8,2732
Timm23,2.276835931,-3.506321643,2.959241985,-1.184871552,0.236068237,0.817616396,0.2,7.4
Zfp61,26.57061424,1.044951873,0.882110035,1.184604904,0.236173697,0.817779833,26.6,36.3
Atp6v0e,688.8595998,-0.227746811,0.192330672,-1.18414192,0.236356889,0.817794102,493.2,1359.7
Ptpn9,147.0208213,-0.466788228,0.394245001,-1.184005446,0.236410907,0.817794102,114.4,306
Pygo2,85.80385234,-0.484587224,0.409277617,-1.184006168,0.236410621,0.817794102,60.3,176.4
Tbata,5.655512015,0.792244421,0.668987455,1.184244063,0.236316464,0.817794102,4.8,7.6
Gm38299,2.730427423,1.01572027,0.858118476,1.183659715,0.236547792,0.818065972,2.3,3
Gm12000,28.05764507,1.232724315,1.041764319,1.183304413,0.236688525,0.818351011,24.8,29.7
Ubap1,132.7914147,-0.549418672,0.464437732,-1.182975959,0.236818675,0.818599333,90.4,282.4
2810001G20Rik,88.23357086,-0.663446689,0.561175064,-1.18224549,0.237108308,0.818668597,41.9,193.9
Gm7266,3.294010458,1.063580861,0.899694053,1.182158377,0.237142865,0.818668597,3.8,3.7
Mtch1,208.3295067,-0.347030452,0.293535259,-1.182244521,0.237108692,0.818668597,171.8,420.7
Ppard,62.64057922,0.57134897,0.483145413,1.182561096,0.236983138,0.818668597,53.8,90.2
Sntb1,84.55269383,-0.585191261,0.494869832,-1.18251553,0.237001207,0.818668597,56,181.2
Vezf1,281.9897633,0.294214699,0.248903594,1.182042794,0.237188721,0.818668597,225,456.7
Blnk,12.76523915,2.069818736,1.751977031,1.181418877,0.237436363,0.819120431,17.7,8.8
Card19,175.3064339,0.428599804,0.362769135,1.181467118,0.237417208,0.819120431,153.5,265.6
Gm17056,7.589266956,2.448017726,2.072650191,1.181105107,0.237560971,0.819348899,6.6,8.1
Ercc6l,21.64186858,1.509791911,1.279073411,1.180379404,0.23784935,0.820141959,23.1,21.8
Ilkap,214.3377473,-0.372538706,0.315716165,-1.179979825,0.238008239,0.820488241,151,436.2
Cmss1,61.65985391,0.571595272,0.484745875,1.179164799,0.23833256,0.821204936,54.1,85.4
Snord13,16.34165286,1.187056874,1.006694244,1.179163267,0.23833317,0.821204936,13.4,17.7
C530050E15Rik,135.2108079,0.627419383,0.532422118,1.178424716,0.238627329,0.821373606,107,193.2
Ccdc130,27.04211047,0.836345485,0.709545437,1.17870603,0.238515254,0.821373606,28.5,36.5
Ccnb2-ps,2.74786798,-2.802675396,2.379959468,-1.177614759,0.238950223,0.821373606,0.6,9.8
Celsr2,8.251759528,-2.220749542,1.884458946,-1.178454721,0.238615373,0.821373606,3.3,22.2
Cog3,149.3842716,0.482074997,0.409237174,1.177984376,0.238802835,0.821373606,122.9,220.9
Gm13422,2.590056271,-1.392363479,1.182215785,-1.177757476,0.238893306,0.821373606,6.7,20.3
Gm16023,20.66704123,-1.079789132,0.916524112,-1.178134997,0.238742792,0.821373606,13.1,50.6
Smdt1,372.4556176,0.269360047,0.228493388,1.178852702,0.238456834,0.821373606,308.2,599.4
Tmem240,13.05784423,-1.646429545,1.398156511,-1.177571704,0.238967396,0.821373606,6.2,34.8
Zfp169,26.11891272,1.205154622,1.023003589,1.178055126,0.23877463,0.821373606,21.2,27.7
5430403G16Rik,12.70324983,-1.423721791,1.210368173,-1.176271669,0.239486333,0.821547592,7.3,27.9
Clstn1,101.3224222,-0.682826661,0.58035823,-1.17656066,0.239370908,0.821547592,69.7,220.3
Fpgt,31.82653313,0.875085074,0.743899935,1.17634783,0.23945591,0.821547592,39.1,41.3
Gm15696,12.71867992,-1.204984261,1.024314845,-1.176380746,0.239442762,0.821547592,4.4,30.3
Gm17786,2.98333146,1.831242254,1.556337199,1.176635921,0.239340854,0.821547592,4.9,2.9
Hook3,374.2269134,0.306433108,0.260462197,1.176497438,0.239396156,0.821547592,297.3,576.7
Ift57,19.73092628,-1.174367859,0.99786847,-1.176876407,0.23924484,0.821547592,18.8,48.3
Slc25a24,163.7739233,0.500386659,0.425310551,1.176520682,0.239386873,0.821547592,133.5,251.9
Sdha,433.2753448,0.208366575,0.17717157,1.176072301,0.239565985,0.821619999,369.8,696.3
Emc4,37.80627916,-0.860850136,0.732171128,-1.175749907,0.239694829,0.821861038,24.6,91.6
Tuba4a,286.702089,-0.335299588,0.285274892,-1.175356112,0.239852274,0.822200003,207.4,591
Gm5106,14.28638851,1.904998468,1.621120987,1.175111842,0.239949974,0.822327555,14.3,11.5
Napb,10.02403041,2.256009817,1.920057197,1.17497011,0.240006674,0.822327555,10.2,5.9
Dmtf1,365.9649426,0.298140588,0.253842064,1.17451215,0.240189948,0.822685508,312.5,578
Gm49553,71.5532995,0.79330052,0.675485036,1.174416126,0.240228389,0.822685508,63.7,89.3
Ccr3,4.234536744,-2.8653823,2.442027977,-1.173361783,0.240650756,0.822798626,8.5,12.3
Gm38377,25.89375612,1.549343474,1.320433213,1.173359969,0.240651483,0.822798626,21.3,23.7
Gm6085,5.14382021,0.794153303,0.676609049,1.173725513,0.240504988,0.822798626,5.9,7.1
Grk4,13.2387224,1.641390779,1.399562438,1.172788534,0.240880617,0.822798626,19.6,11.2
Larp4b,610.2151476,-0.184559125,0.157273477,-1.173491733,0.24059867,0.822798626,464.2,1140.6
Mrps11,103.4118286,0.490402586,0.418114177,1.172891551,0.240839298,0.822798626,85.3,146.1
Myc,94.35986877,0.586413971,0.50000041,1.17282698,0.240865196,0.822798626,93.5,133.4
Nup153,236.6265515,0.41972125,0.357846757,1.172907794,0.240832784,0.822798626,194,376.1
Spag7,30.86751494,-0.640893819,0.546445124,-1.17284205,0.240859152,0.822798626,23.6,67.4
Tada2a,43.96917643,-0.915906494,0.780969921,-1.172780755,0.240883737,0.822798626,28.5,99.5
Tmem59,477.3893985,0.184723702,0.157536351,1.172578271,0.240964967,0.822798626,438.5,800.9
Zcchc9,321.2963006,0.299564098,0.255469626,1.172601624,0.240955598,0.822798626,283.6,515.1
Dera,150.4026169,0.369527543,0.315369963,1.171727136,0.241306625,0.822834747,128.6,231.3
Fastkd3,42.12165151,0.580394299,0.495115585,1.17224001,0.241100709,0.822834747,29.8,57
Gm3325,4.353309435,-2.881454791,2.458923117,-1.171836065,0.24126288,0.822834747,1.6,13.5
Mrpl41,102.2360123,-0.650261389,0.554767177,-1.172133854,0.24114332,0.822834747,63.6,232.5
Nfatc3,402.0332283,0.254058047,0.216816713,1.171764131,0.241291767,0.822834747,321.4,659.1
Vcam1,8.831406477,-1.16319571,0.992762621,-1.17167557,0.241327335,0.822834747,33.6,19.8
Brca2,114.2648833,0.626744778,0.535106763,1.171251834,0.241497566,0.823215165,93.7,154.9
Gm37553,12.27898879,2.062046102,1.760830692,1.17106438,0.2415729,0.823271997,15.7,8.2
Arf6,1061.694047,-0.231048673,0.197327098,-1.170891761,0.241642287,0.823308536,864.8,2048.9
A330035P11Rik,2.037748436,-3.464852897,2.960487941,-1.170365482,0.24185392,0.823829592,2.8,7.4
Morn2,7.813235518,-2.009900563,1.718718391,-1.169418198,0.242235182,0.824928061,5.3,23.7
Rps15-ps2,17.12651328,0.693650464,0.593268798,1.169200986,0.242322664,0.82502578,13.8,22.7
Unc13a,21.15224322,-1.271170338,1.087463886,-1.168931082,0.242431399,0.825195794,18.8,56.2
Antxr2,73.48796093,-0.744527742,0.637166144,-1.168498591,0.242605707,0.825588869,58.5,168
Baz1b,750.8047878,0.171479618,0.146861021,1.167631932,0.242955264,0.826194977,570.9,1248.1
Clasp1,280.0235872,0.317755085,0.272087887,1.167839879,0.242871359,0.826194977,212,429
Gsk3b,618.6067071,0.199007798,0.170438967,1.167619131,0.24296043,0.826194977,483.6,1022.5
Dvl2,53.53374156,0.613285712,0.525339641,1.167408024,0.243045632,0.826284497,54.7,85.1
Eloa,194.8481005,-0.277567863,0.237970704,-1.1663951,0.243454739,0.827474886,152.7,386.6
Chrac1,130.252844,-0.552273054,0.47367966,-1.165920981,0.243646395,0.82792579,99.9,266.4
Gm13341,35.71641784,0.721950015,0.619588606,1.165208669,0.243934537,0.82870426,32.7,49.1
Npb,2.442723676,-2.25073449,1.932548382,-1.164645869,0.244162369,0.829277513,3.6,7.8
Golm1,41.11824029,0.694179723,0.59618925,1.164361354,0.244277602,0.829330231,40,59.2
Gpn3,102.3688827,0.702736629,0.603610745,1.164221537,0.244334245,0.829330231,79,139.5
Kbtbd3,16.39610911,-1.210048411,1.039469199,-1.164102229,0.244382586,0.829330231,12.1,43.3
Tgfbr1,114.1039389,0.614439398,0.527857995,1.164024044,0.244414268,0.829330231,121,161
Glrx3,58.24923331,0.507413078,0.436063744,1.16362134,0.244577499,0.82956641,50.5,86.9
Nkapd1,134.6006289,0.413577221,0.355441044,1.163560677,0.244602095,0.82956641,111.1,212
Arhgef5,25.88887406,-1.182542705,1.016780743,-1.163026261,0.244818848,0.829900413,11.5,66.5
Dusp28,24.13999856,1.034342006,0.889256678,1.163153486,0.244767235,0.829900413,25.8,28.9
Coa3,118.0408058,-0.496157464,0.426867314,-1.162322454,0.245104509,0.830066767,97.6,248.6
Gm44152,36.21538407,-0.957033822,0.823083466,-1.16274213,0.244934143,0.830066767,27.3,82.4
Gzmd,125.0114926,-0.707263521,0.608475996,-1.162352378,0.245092359,0.830066767,62.9,252
Saraf,1473.595392,0.213828142,0.183958295,1.162372929,0.245084014,0.830066767,1187.7,2437.8
MGI:3648991,2.443119133,-3.414553734,2.93901982,-1.161800173,0.245316644,0.830184177,0.2,7.7
Srgn,2253.612919,-0.172838394,0.148749421,-1.1619433,0.245258497,0.830184177,1700.8,4231.9
Txndc12,92.87484512,0.516171886,0.444194496,1.162040257,0.245219113,0.830184177,81.4,135.4
Mprip,202.5503885,-0.318822874,0.274607111,-1.16101463,0.24563595,0.830864045,147.5,394.5
Tigit,75.7293036,-0.768827243,0.662122397,-1.161155771,0.245578558,0.830864045,40.8,175.1
Zfp780b,76.87873197,0.554621054,0.477769894,1.16085392,0.245701311,0.830884866,68.4,115.3
Fam171a1,2.114779983,3.432530874,2.958097692,1.160384555,0.245892272,0.831232299,15.1,0.9
Gm44834,5.049400431,-1.56895138,1.35240808,-1.160116834,0.246001241,0.831232299,1.4,12
Gm45855,7.47223932,-1.669908167,1.439233417,-1.160276122,0.245936403,0.831232299,5.2,21.8
Odr4,125.3340911,0.623818208,0.537832839,1.159873779,0.2461002,0.831232299,136.9,174.1
Rnpepl1,169.4668716,0.394014689,0.339664251,1.160012242,0.246043822,0.831232299,125.1,252.4
Zrsr2,301.2556643,-0.184859914,0.159413883,-1.159622426,0.246202566,0.831377963,213.7,563.9
Gm12333,12.39137977,-1.728517001,1.49092198,-1.159361136,0.246309011,0.831537326,3.1,33.5
4932442E05Rik,27.41416214,1.612219262,1.393289436,1.157131619,0.24721859,0.83159909,26.2,25.9
9130221H12Rik,21.36524537,1.345290939,1.16104447,1.158690277,0.246582455,0.83159909,19.1,20.7
Acyp1,36.09894117,0.901957173,0.779012822,1.157820702,0.246937213,0.83159909,32,40.4
Adat1,23.05321943,1.034551435,0.893042633,1.15845694,0.246677614,0.83159909,25.5,29.3
Arid4a,651.733128,0.230114155,0.198747962,1.157818944,0.246937931,0.83159909,490.7,1041
Arih1,437.9420059,0.245777521,0.212329141,1.1575308,0.247055563,0.83159909,367.3,717.9
Ddrgk1,239.1575805,-0.343459816,0.29720599,-1.15562885,0.247833002,0.83159909,170.5,464.8
Eef1akmt4,16.62019313,1.492274322,1.288018338,1.15858158,0.246626781,0.83159909,23.9,16.8
Gm13349,53.58773763,1.196446673,1.034974724,1.156015356,0.247674876,0.83159909,42.2,54.8
Gm43571,21.56744123,1.550269806,1.339016689,1.157767352,0.24695899,0.83159909,19.3,17.1
Gm45294,11.68292354,2.223689978,1.924384163,1.155533298,0.247872105,0.83159909,12.8,8
Gm9625,2.300776467,-1.157324567,1.001479349,-1.155615009,0.247838666,0.83159909,1.3,5.6
Iah1,124.0897212,0.596792929,0.515063612,1.158678103,0.24658742,0.83159909,88.6,169.8
Jam2,8.676114919,-1.804452622,1.560967322,-1.155983598,0.247687866,0.83159909,2,23
Map2k4,153.9879088,0.506377287,0.437669209,1.156986319,0.24727795,0.83159909,137.5,232.5
Mrpl50,79.8137,0.48389649,0.418746634,1.155582997,0.247851766,0.83159909,63.9,120.1
Osbpl2,99.86982618,0.394531269,0.341033115,1.156870849,0.24732513,0.83159909,76.9,153.7
Phf12,257.144719,-0.330216736,0.285372772,-1.157141706,0.24721447,0.83159909,176.6,511.8
Pigp,57.63610769,0.867919882,0.750343526,1.156696701,0.247396298,0.83159909,48.8,76.4
Prrg1,13.97803129,1.752504885,1.5133935,1.157996836,0.246865327,0.83159909,14.2,10.3
Ptprk,21.65960132,-1.441713026,1.245402761,-1.157627934,0.247015904,0.83159909,14.8,52.2
Ptprv,11.9273914,1.466498978,1.268508514,1.156081305,0.247647902,0.83159909,13.8,10.8
Rp9,402.0961077,-0.223744183,0.193651071,-1.155398639,0.247927219,0.83159909,314.4,752.9
Ruvbl1,19.02088893,-0.996452284,0.861305836,-1.156908781,0.247309631,0.83159909,11.8,46.4
Tmx3,323.9944369,0.233337498,0.201922701,1.15557833,0.247853676,0.83159909,267.4,520.3
Ube2a,180.1431686,-0.427502042,0.369227268,-1.157829012,0.246933822,0.83159909,115.9,377.9
Zfp831,113.6326165,-0.316076154,0.273455954,-1.155857641,0.247739391,0.83159909,69.2,220.7
Drap1,293.7429043,0.301586002,0.261218892,1.154533657,0.248281448,0.832588254,232.1,458.1
1110020A21Rik,3.778021929,-1.995316164,1.729788697,-1.153502834,0.248704055,0.832611046,1.6,11.2
1810026B05Rik,572.1956855,0.227882058,0.19763067,1.153070311,0.248881526,0.832611046,468.7,950.8
Bcl11a,32.40256511,1.383749903,1.198962513,1.154122742,0.248449851,0.832611046,43.1,33.1
Gas1,15.47563361,1.899948059,1.647584193,1.153172061,0.248839769,0.832611046,21.8,10.5
Gm37733,60.11151287,0.515455519,0.446655452,1.154033867,0.248486284,0.832611046,45.3,85
Gm38329,25.75308732,-0.980432337,0.850271302,-1.153081768,0.248876824,0.832611046,14.2,64
Gm4707,235.9787365,-0.431821146,0.374185455,-1.154029745,0.248487974,0.832611046,146.4,479.9
Gm6044,11.84074817,1.312263338,1.137751857,1.153382726,0.248753328,0.832611046,7.3,11.5
Mon1a,51.20641926,-0.647933968,0.561581133,-1.153767337,0.248595569,0.832611046,31.4,107.9
St3gal1,129.5656289,0.485127687,0.420477215,1.153754995,0.24860063,0.832611046,118.3,193.9
Ggact,31.52198426,1.032856431,0.896503552,1.152094076,0.249282417,0.833157762,29.9,40.7
Qrich2,23.76779318,1.705920556,1.480370072,1.152360878,0.24917281,0.833157762,21.5,19
Sox12,21.84442466,1.538232307,1.334981206,1.152250159,0.249218291,0.833157762,29.9,18.1
Usp53,65.6801054,0.875098163,0.759570645,1.152095817,0.249281702,0.833157762,48.2,83.4
Gm48226,23.98622126,1.155184923,1.003157421,1.151548998,0.24950645,0.833600152,16.1,26.2
Gm48231,18.75469285,1.797412892,1.560954757,1.151483017,0.249533578,0.833600152,29,15.6
Gm44389,3.717545793,1.671539649,1.452027548,1.151176265,0.249659728,0.833624701,3.4,2.9
Picalm,1027.995367,0.169944267,0.147625382,1.151185964,0.249655738,0.833624701,848.9,1689.7
Gm5121,14.51319987,0.868230999,0.754323048,1.151006854,0.249729416,0.833659045,13.7,19.3
Psmb9,762.4064593,-0.158200569,0.13748595,-1.150667167,0.249869189,0.833927277,546.7,1446.9
Cdc5l,345.675858,0.244253338,0.212299458,1.150513245,0.249932542,0.833940394,259.7,555.5
Tmem63a,151.8241147,0.400739162,0.348396893,1.150237476,0.250046075,0.834120897,107.4,231.7
Cep83os,52.71839929,-0.821491614,0.714377662,-1.149940231,0.250168489,0.834330936,33,116.6
Cct3,445.7791088,0.320499309,0.278822806,1.149473077,0.250360962,0.834377996,437.2,703.5
Crip2,24.38177529,0.959146643,0.834287021,1.149660271,0.250283824,0.834377996,20.7,29.2
Cstf3,114.5335886,-0.423003551,0.36797996,-1.149528772,0.25033801,0.834377996,74.4,235.3
Ccdc93,66.68329505,-0.652756029,0.568165336,-1.14888394,0.250603841,0.834488701,46.6,141.4
Gm38243,8.093660798,-1.831455911,1.594022703,-1.148952213,0.250575686,0.834488701,2,26.3
Mex3c,121.7948143,0.488214728,0.424899381,1.149012568,0.250550798,0.834488701,109.3,178.1
Trim12c,399.5579645,-0.335367553,0.291961255,-1.148671434,0.250691489,0.834488701,258.9,790.3
Trpm2,11.54386862,-1.775923902,1.546059887,-1.148677304,0.250689068,0.834488701,9,29.2
Map4k1,277.0799627,-0.266221814,0.231869441,-1.148153948,0.250905017,0.834605594,177.1,541.4
Rngtt,169.1676181,0.468625275,0.408067289,1.148401963,0.250802664,0.834605594,137.7,265.2
Wac,266.4389464,0.341261348,0.297200763,1.148251922,0.25086458,0.834605594,206.8,426.7
Fam91a1,144.7962371,-0.458225272,0.399209428,-1.147831787,0.251038012,0.834695444,95.8,293
Nrbf2,34.69578637,1.202982536,1.048147253,1.147722834,0.251083002,0.834695444,27.4,38.3
Samhd1,1576.355134,-0.171311703,0.149270906,-1.147656349,0.251110458,0.834695444,1186.6,2994.3
Add3,473.2165863,0.223825883,0.195200598,1.146645478,0.251528173,0.835177825,375.6,782.8
Adss,376.1466393,0.297782534,0.259964872,1.1454722,0.252013605,0.835177825,316.3,608.8
Cd83,66.1431732,0.941339963,0.820999571,1.146577898,0.251556115,0.835177825,96.5,70
Dgcr8,75.12049669,0.711713174,0.621252838,1.145609533,0.251956751,0.835177825,55.7,97.8
Etf1,365.1850552,0.247210506,0.215540735,1.146931716,0.251409843,0.835177825,330.2,603.7
Gm10130,6.053030191,2.13816182,1.864057797,1.147046955,0.251362215,0.835177825,11.6,5.6
Gm25911,6.510247773,2.169458449,1.893550935,1.145709053,0.251915557,0.835177825,5.2,4.6
Ifi203,1382.257191,-0.154861035,0.135146289,-1.145877079,0.251846016,0.835177825,995.2,2590.6
Lyrm1,41.59521341,-1.02432123,0.893917121,-1.145879417,0.251845049,0.835177825,14.4,93.7
Ndufab1,60.31936771,0.666649343,0.581584815,1.146263324,0.251686213,0.835177825,45.8,81.4
Nfatc2,220.2216234,0.328655871,0.286972209,1.145253306,0.252104242,0.835177825,182.9,362.8
Rpl26-ps4,2.3096466,1.334092583,1.164804212,1.145336331,0.252069861,0.835177825,3.3,2.5
Scaf11,671.8557306,0.192007641,0.167489704,1.146384742,0.251635993,0.835177825,548.5,1114.1
Tmem250-ps,25.43720631,-0.910660557,0.795152717,-1.145264976,0.25209941,0.835177825,16.3,55.5
Ttc3,540.7614507,0.294127581,0.256846995,1.145147062,0.252148243,0.835177825,456.6,832.6
Rps11-ps3,2.399249559,-1.41528298,1.236059549,-1.14499579,0.252210901,0.835188246,1.3,6.5
Nfkbib,199.1406633,0.454314359,0.396922489,1.144592136,0.252378151,0.835544935,173.6,289.6
Spon1,55.81153238,0.994948711,0.869388758,1.144423254,0.252448149,0.835579558,55.4,68.1
Arhgap23,7.681288963,2.387901456,2.08714795,1.144097837,0.252583064,0.835631949,14.9,3.6
Gtpbp4,349.6989576,0.238906905,0.208810151,1.144134536,0.252567847,0.835631949,327.9,566.1
Ptbp2,201.576552,0.332391179,0.290622718,1.143720562,0.252739543,0.835952569,147.9,322.7
Cyp2t4,12.99902537,1.842147196,1.611093023,1.143414545,0.252866516,0.836175469,7.8,9
1700028E10Rik,37.55013214,-0.82199434,0.71915195,-1.143005091,0.253036477,0.836540382,21.1,80.8
Gm14597,7.67968106,-2.197570798,1.923044531,-1.142756063,0.253139885,0.836643316,4.7,21.5
Nexn,8.332150735,-1.941467185,1.699102152,-1.142643003,0.253186843,0.836643316,3.8,24.4
Gabarap,930.2135571,0.150153398,0.131427546,1.142480424,0.253254379,0.83666948,793.4,1558.8
Armcx2,19.09265917,1.081453191,0.946859105,1.142147956,0.253392524,0.836833245,22.9,22.2
Cebpz,283.9119838,0.324644695,0.284258864,1.142074131,0.253423207,0.836833245,239.6,431.7
Ppp5c,146.2251191,-0.377787728,0.330918361,-1.141634231,0.253606089,0.837240145,101.6,292.8
Pja1,75.23345131,0.5527164,0.484398927,1.141035557,0.253855127,0.837865204,71.8,104.7
Selenof,341.2909918,0.310986807,0.272586547,1.140873646,0.253922508,0.837890542,291.9,527.9
