"Gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"CreN"	"CreP"	"1"	"2"
"2040"	"Dym"	125.8797121	0.486688612	0.285409839	1.705227173	0.088152064	0.606950663	103.2	188.7	0.000201604581846482	1.00015040023958
"2041"	"Eif5a"	1342.206364	0.252813489	0.148340577	1.704277373	0.08832928	0.606950663	1279.3	2175.3	0.000201604581868797	1.00015040023961
"2042"	"Gm6934"	16.02486856	3.132598904	1.837334425	1.704969363	0.088200139	0.606950663	15.3	7.2	0.955551728162496	0.0434039065257682
"2043"	"Mcf2l"	2.169605521	5.064530966	2.97114598	1.70457157	0.088274357	0.606950663	6.3	2.8	0.955551720375755	0.0434039029752572
"2044"	"Nlrc5"	1406.630198	-0.226654972	0.132967518	-1.704589023	0.0882711	0.606950663	922.8	2726.9	0.000201604581868797	1.00015040023961
"2045"	"Psd4"	564.604935	-0.366883131	0.215407598	-1.703204223	0.088529857	0.606950663	370.5	1128.5	0.000201604581868797	1.00015040023961
"2046"	"Tug1"	206.1605948	0.50667698	0.297469489	1.703290589	0.088513701	0.606950663	180.7	305.9	0.000201604581868797	1.00015040023961
"2047"	"Zfp937"	2.697000149	5.058573119	2.968577507	1.704039428	0.088373721	0.606950663	4.4	0.2	0.955551726858076	0.0434039059310593
"2048"	"Atp5b"	1306.125355	0.181627677	0.106693045	1.702338484	0.088691935	0.607182877	1095.1	2149.1	0.000201604581868797	1.00015040023961
"2049"	"E330009J07Rik"	121.1815603	-0.520860411	0.305969118	-1.702330007	0.088693523	0.607182877	72.4	257.6	0.000201604581868797	1.00015040023961
"2050"	"Tpi1"	398.7338815	-0.376137443	0.220926992	-1.702541818	0.088653846	0.607182877	297.3	807.8	0.000201604581868797	1.00015040023961
"2051"	"Memo1"	184.3437001	0.593957575	0.349063688	1.701573652	0.08883532	0.607857086	177	266.5	0.000201604581868797	1.00015040023961
"2052"	"Gga3"	87.42124739	-0.808357833	0.475460653	-1.700157159	0.089101368	0.609083586	61.2	202.8	0.000201604581868797	1.00015040023961
"2053"	"Rps6kb2"	125.8202118	0.761220914	0.447717362	1.700226479	0.089088333	0.609083586	124.9	164.2	0.000201604935593458	1.00015040055259
"2054"	"Filip1"	56.69727563	-1.657409214	0.974993925	-1.699917478	0.089146449	0.609095065	22.6	157	0.000201604581868298	1.00015040023961
"2055"	"Brd2"	1523.120386	-0.340031047	0.200103496	-1.699275896	0.089267212	0.609623384	1068.4	3059.2	0.000201604581868797	1.00015040023961
"2056"	"Rpl23a-ps2"	12.3099275	-1.841252145	1.08375959	-1.698948883	0.089328815	0.609747372	6	32.6	0.000201604581672898	1.00015040023915
"2057"	"Zfp770"	16.24303882	-1.755031871	1.033171761	-1.698683546	0.089378825	0.609792141	9	46.1	0.000201604581852588	1.00015040023958
"2058"	"Cd48"	789.3181954	-0.320903942	0.189195398	-1.69615088	0.08985731	0.611264814	531.7	1564	0.000201604581868797	1.00015040023961
"2059"	"Gm45606"	60.12390394	0.859347897	0.506558157	1.696444692	0.089801696	0.611264814	53.5	75.7	0.000201605519028369	1.00015039996224
"2060"	"Mettl26"	81.00735339	-0.8719811	0.514162858	-1.695923941	0.089900285	0.611264814	56.2	189.8	0.000201604581868797	1.00015040023961
"2061"	"Ndfip1"	1119.068526	-0.332547921	0.196091415	-1.695882105	0.089908209	0.611264814	767.2	2202	0.000201604581868797	1.00015040023961
"2062"	"Prrc2a"	101.2165875	0.643142169	0.379113238	1.696438173	0.08980293	0.611264814	78.1	137	0.000201602490091601	1.0001503981865
"2063"	"Shprh"	166.1037011	0.754054382	0.444497922	1.696418239	0.089806702	0.611264814	152.6	222.9	0.000201604581868797	1.00015040023961
"2064"	"Slc43a2"	103.1842218	0.48119464	0.283698676	1.696146936	0.089858057	0.611264814	91.3	146.8	0.00020160458185875	1.00015040023959
"2065"	"Zfp395"	10.50613543	1.951653926	1.150944428	1.695697792	0.089943127	0.611264814	9	8.6	0.955550812371023	0.0434034891711937
"2066"	"Chd8"	544.7810861	0.299840428	0.177091899	1.693134629	0.090429844	0.613338686	426.4	876.3	0.000201604581868797	1.00015040023961
"2067"	"Ezh2"	372.1259766	0.407583959	0.240741517	1.693035599	0.090448691	0.613338686	322.2	569	0.000201604581868797	1.00015040023961
"2068"	"Gm20082"	2.271452324	2.355832467	1.391569107	1.692932428	0.09046833	0.613338686	1.6	1.2	0.95555068117122	0.0434034294027487
"2069"	"Ikbke"	148.5541925	0.588069224	0.347412671	1.692710927	0.090510504	0.613338686	129.3	219.8	0.000201604581868797	1.00015040023961
"2070"	"Prkcq"	526.5060668	0.419172382	0.24763	1.692736671	0.090505602	0.613338686	416.9	794	0.000201604581868797	1.00015040023961
"2071"	"Tmem87b"	152.3220617	0.500567054	0.295709512	1.692766156	0.090499987	0.613338686	130.6	220.7	0.000201604581868686	1.00015040023961
"2072"	"Pttg1"	403.0458781	-0.290467288	0.171638783	-1.692317339	0.090585484	0.61355052	273	785.1	0.000201604581868797	1.00015040023961
"2073"	"Thbs2"	19.24209855	2.16957324	1.282273007	1.691974508	0.090650834	0.613696965	93.1	22.8	0.955553031634669	0.0434045026866542
"2074"	"2610318N02Rik"	25.26139974	-1.904247887	1.12574158	-1.691549749	0.090731855	0.6139493	7.3	69.5	0.000201604579726566	1.00015040023703
"2075"	"Gpsm3"	401.4793499	0.325903448	0.192704352	1.691209589	0.09079678	0.614092537	353.3	630.9	0.000201604581868797	1.00015040023961
"2076"	"1700037C18Rik"	4.079668662	-3.692887767	2.184316909	-1.690637358	0.090906085	0.614378123	6	12.8	0.000201604600792105	1.00015040024987
"2077"	"Egf"	21.14091661	2.516107049	1.489023759	1.689769578	0.091072046	0.614378123	16.9	9.4	0.955551718578491	0.0434039021566365
"2078"	"Fubp1"	976.3878369	0.315137286	0.186441133	1.69027768	0.090974843	0.614378123	740.3	1526.6	0.000201604581868797	1.00015040023961
"2079"	"Gm20470"	2.152167276	5.021025801	2.971587319	1.689678028	0.091089569	0.614378123	1.4	0.1	0.95555170470152	0.0434038958300489
"2080"	"Gm45084"	14.12234264	2.439244313	1.443213782	1.690147603	0.09099972	0.614378123	11.9	9	0.955551646382231	0.0434038692469922
"2081"	"Ubxn4"	531.3885771	0.285621913	0.16904558	1.6896148	0.091101673	0.614378123	432.7	845.2	0.000201604581868797	1.00015040023961
"2082"	"AI506816"	32.08577759	1.622165912	0.961300464	1.687470228	0.09151297	0.614537876	33	28.8	0.955551540737403	0.0434038211089809
"2083"	"Amfr"	221.9593825	-0.507827877	0.301069629	-1.68674562	0.091652276	0.614537876	156	466.3	0.000201604581868797	1.00015040023961
"2084"	"C630004M23Rik"	3.253325376	-4.526742813	2.684564426	-1.686211278	0.091755112	0.614537876	0	11.5	0.000201604582705794	1.00015040023944
"2085"	"Cirbp"	425.6537944	-0.385696309	0.228688796	-1.686555333	0.091688887	0.614537876	291.1	859.1	0.000201604581868797	1.00015040023961
"2086"	"Dhrs4"	39.37174466	-1.321724587	0.783520164	-1.686905644	0.091621497	0.614537876	21.4	111.1	0.000201604581868631	1.00015040023961
"2087"	"E230020A03Rik"	6.004805944	-3.290606817	1.951642353	-1.686070612	0.0917822	0.614537876	0.7	18.9	0.000201604580372494	1.00015040023716
"2088"	"Gm22107"	49.42031844	1.446498705	0.857891451	1.686109242	0.09177476	0.614537876	57.3	50.7	0.955552844520859	0.0434044170145937
"2089"	"Gm2467"	2.159000255	-2.312107446	1.369625613	-1.688130993	0.091386086	0.614537876	0.4	5.8	0.000201604848510895	1.00015040036532
"2090"	"Gm6283"	2.51097545	2.047933561	1.212850838	1.688528793	0.091309767	0.614537876	3.4	1.7	0.955550934887829	0.0434035448299011
"2091"	"Hist1h3a"	9.847417501	-2.373095005	1.405219043	-1.688772307	0.091263073	0.614537876	3.3	26.9	0.000201604580166881	1.00015040023722
"2092"	"Map3k4"	130.8989589	0.647737829	0.383806655	1.687667009	0.091475168	0.614537876	96.5	177.7	0.000201602396857015	1.00015039810917
"2093"	"Oaz2"	32.40879338	1.076304775	0.637491498	1.688343734	0.091345265	0.614537876	30.5	35.2	0.00020223594057267	1.00015053751011
"2094"	"Rtl8b"	38.10160982	-1.350332384	0.800636054	-1.686574538	0.091685191	0.614537876	25	102.7	0.000201604581868797	1.00015040023961
"2095"	"Sult6b1"	3.161571628	-4.103224384	2.432035785	-1.687156254	0.091573311	0.614537876	0.1	13.1	0.000201604583155268	1.00015040023992
"2096"	"Tulp3"	34.58252594	1.864113504	1.105023238	1.68694507	0.091613915	0.614537876	37.6	25.9	0.955551725684011	0.0434039053965121
"2097"	"D430040D24Rik"	2.536636862	4.345166793	2.577479668	1.685820008	0.091830473	0.614567886	2.4	2.9	0.955551582479198	0.0434038400661943
"2098"	"Grb7"	16.59096597	-1.466457693	0.870308954	-1.684985183	0.09199143	0.615351636	8.1	41.7	0.000201604581262615	1.00015040023884
"2099"	"Xpo4"	139.1036621	-0.753625329	0.447419085	-1.684383511	0.092107575	0.615835022	85.5	308.6	0.000201604581868797	1.00015040023961
"2100"	"Gimap6"	1734.489638	0.270449505	0.160625227	1.683729944	0.092233872	0.616385788	1356	2819	0.000201604581868797	1.00015040023961
"2101"	"Dyrk2"	326.6154949	0.27980757	0.166293895	1.682608793	0.092450848	0.617456238	273.1	530.6	0.000201604581868797	1.00015040023961
"2102"	"Enpp2"	16.74960246	2.429224727	1.44386338	1.682447772	0.092482044	0.617456238	44.1	10	0.95555303162362	0.0434045026815937
"2103"	"5430434F05Rik"	16.08964705	1.863868058	1.10899079	1.680688491	0.092823437	0.618137964	17	13.3	0.955551608441506	0.0434038519417944
"2104"	"Ddb2"	13.01309846	2.7912816	1.660002263	1.681492648	0.092667263	0.618137964	10.2	6.8	0.955551677005759	0.043403883206119
"2105"	"Pip4k2c"	143.3001744	-0.975468877	0.580329808	-1.680887082	0.09278485	0.618137964	100	338.8	0.000201604581868797	1.00015040023961
"2106"	"Plod1"	38.06577816	1.497578378	0.891118706	1.680559916	0.092848427	0.618137964	51	32.5	0.95555302709558	0.0434045006070718
"2107"	"Rbm4"	43.16802517	1.573074739	0.935686058	1.681199293	0.092724211	0.618137964	28.7	39	0.000201767725106494	1.00015045237212
"2108"	"Tmtc2"	3.907478787	4.954366445	2.947092322	1.681103238	0.092742864	0.618137964	6	0.4	0.955551730891789	0.0434039077700156
"2109"	"Mlh3"	51.64147442	1.604649537	0.955192147	1.679923293	0.092972241	0.618275549	38.8	45.2	0.95553436076765	0.0433963476843549
"2110"	"Snord118"	51.47734528	1.02816355	0.611946351	1.680153086	0.092927534	0.618275549	44	60.4	0.000201617881495197	1.00015040413776
"2111"	"Top3a"	26.93495762	-1.29315027	0.769835781	-1.679774183	0.09300126	0.618275549	16.9	68	0.000201604581866355	1.0001504002396
"2112"	"Dmrta1"	30.72541056	2.203837931	1.312576309	1.679016996	0.093148731	0.618962735	26.9	19.4	0.955551701749195	0.04340389448494
"2113"	"Gls2"	2.05523301	4.988665917	2.971924194	1.678597969	0.093230423	0.618983901	10.8	0.1	0.955551739729141	0.0434039117989626
"2114"	"Jund"	821.1182411	0.31437302	0.187288646	1.678548202	0.093240129	0.618983901	607.6	1317.1	0.000201604581868797	1.00015040023961
"2115"	"Bbx"	343.7317751	0.436690927	0.260283028	1.677754136	0.093395106	0.619307881	288.2	518.6	0.000201604581868797	1.00015040023961
"2116"	"Ndufs8"	238.703196	0.613395225	0.365634202	1.677619935	0.093421319	0.619307881	233.8	335.8	0.000201604581868797	1.00015040023961
"2117"	"Uba7"	239.7286379	-0.456868066	0.272277461	-1.677950368	0.093356789	0.619307881	152.3	504.8	0.000201604581868797	1.00015040023961
"2118"	"Lpar1"	2.062901218	4.984513589	2.971967961	1.677176084	0.093508054	0.619590195	25	2.4	0.955552355034308	0.0434041928762473
"2119"	"Celsr1"	111.4489614	0.603871511	0.3601325	1.676803708	0.093580873	0.619780068	85.5	154	0.000201602715431848	1.00015039837618
"2120"	"Lima1"	14.39330834	2.422664243	1.445243982	1.676301216	0.093679207	0.620138675	26.9	8.2	0.955552006198789	0.0434040334455093
"2121"	"Erp29"	345.4174581	0.430140125	0.25676728	1.675213935	0.093892265	0.62125603	353.5	503.8	0.000201604581868797	1.00015040023961
"2122"	"Prelid2"	71.63087382	-0.829382718	0.495161264	-1.674974959	0.093939145	0.621273308	43.6	159.9	0.000201604581868631	1.00015040023961
"2123"	"1700062C10Rik"	14.92667646	2.954914942	1.76513369	1.674045971	0.094121565	0.621416142	12.6	5.7	0.955551720944986	0.0434039032354517
"2124"	"Csrnp2"	36.09794884	-1.26581676	0.756092799	-1.674155292	0.094100083	0.621416142	16.8	89.5	0.000201604581762993	1.00015040023948
"2125"	"Nap1l5"	3.166829914	-4.090267634	2.443792332	-1.673737814	0.094182139	0.621416142	0.1	10.9	0.000201604584372406	1.00015040024001
"2126"	"Oxnad1"	20.36721181	-1.6082593	0.960419466	-1.674538426	0.094024829	0.621416142	10.8	57.4	0.000201604581854309	1.00015040023959
"2127"	"Sorbs1"	41.64407529	-1.254432453	0.74941876	-1.673873834	0.094155398	0.621416142	21.4	108.8	0.000201604581867965	1.00015040023961
"2128"	"Fam210b"	54.62521746	1.104014556	0.659732535	1.673427483	0.094243171	0.621526628	59.3	59.2	0.000301590239396243	1.00016248400133
"2129"	"Aagab"	132.6709561	0.707796578	0.423284557	1.672153084	0.094494139	0.621566504	144.6	184.7	0.000201604649606557	1.0001504003007
"2130"	"Fancf"	33.33476748	-1.23607838	0.739685671	-1.671086015	0.094704689	0.621566504	21.4	79.5	0.000201604581867632	1.0001504002396
"2131"	"Gatd3a"	153.4330451	-0.632895843	0.378613982	-1.671612443	0.094600769	0.621566504	99.1	339.6	0.000201604581868797	1.00015040023961
"2132"	"Gm10268"	4.693589264	-1.595237047	0.954233308	-1.671747395	0.094574144	0.621566504	1.6	12.3	0.000201604675276634	1.00015040028513
"2133"	"Ints4"	110.4499064	1.076287365	0.64341154	1.672782191	0.094370182	0.621566504	94.9	135.8	0.000201603960883645	1.00015039953546
"2134"	"Oxsr1"	293.9932437	-0.494374645	0.295539681	-1.672786013	0.094369429	0.621566504	197.7	613	0.000201604581868797	1.00015040023961
"2135"	"Ppib"	30.45767533	0.975252417	0.583081932	1.672582125	0.094409588	0.621566504	32.1	37.9	0.000202040848170604	1.00015054648922
"2136"	"Rpl38-ps1"	13.28531376	1.427025154	0.853928985	1.671128605	0.094696278	0.621566504	14.6	14.5	0.955357748738265	0.0435728995211952
"2137"	"Rps12-ps2"	3.76696368	-2.108328717	1.261411262	-1.671404705	0.094641767	0.621566504	5.4	10.9	0.000201604824061508	1.00015040037042
"2138"	"Slc46a3"	30.28854968	-1.363165706	0.815814807	-1.670925428	0.094736408	0.621566504	16.4	78.6	0.000201604581862802	1.0001504002396
"2139"	"Trappc1"	201.0053626	-0.446341275	0.267112182	-1.670988092	0.09472403	0.621566504	154.6	401.3	0.000201604581868797	1.00015040023961
"2140"	"Phtf1os"	12.1172361	3.10992286	1.862175991	1.67004777	0.094909913	0.622413886	19.1	4.5	0.955551740243208	0.0434039120333434
"2141"	"Hspa14"	196.5052691	-0.853744355	0.51136046	-1.669554888	0.095007462	0.62247186	134.2	452.2	0.000201604581868797	1.00015040023961
"2142"	"Kif20b"	153.7711303	0.825505089	0.494414691	1.669661326	0.094986389	0.62247186	150.7	202	0.000201604583591974	1.00015040024117
"2143"	"Smyd3"	266.3258064	0.400830953	0.240115036	1.669328833	0.095052229	0.62247456	205	412.8	0.000201604581868797	1.00015040023961
"2144"	"Flywch1"	62.94634585	-1.084757544	0.649908637	-1.669092365	0.095099076	0.622490875	36.8	148.1	0.000201604581868575	1.00015040023961
"2145"	"Ptgfrn"	58.11248993	1.340285856	0.803247611	1.668583681	0.095199915	0.622860425	78.5	55.9	0.955553029184756	0.0434045015646456
"2146"	"Gm4761"	4.16512409	2.382955416	1.428390929	1.668279577	0.09526024	0.622964683	11.7	6.6	0.95555154008314	0.0434038206651568
"2147"	"1500004A13Rik"	19.75217162	-2.40768311	1.443619578	-1.667809959	0.095353458	0.623034621	10.3	62.9	0.000201604581868076	1.0001504002396
"2148"	"Lpxn"	523.9986906	-0.31907876	0.191319638	-1.667778406	0.095359724	0.623034621	344	1016.3	0.000201604581868797	1.00015040023961
"2149"	"Gm47941"	3.413064576	-3.433941443	2.059664858	-1.667233108	0.095468062	0.623452201	0.4	12.5	0.000201604586503423	1.00015040024121
"2150"	"2310031A07Rik"	22.4815526	-1.337956326	0.80291577	-1.66637196	0.095639352	0.623522569	13.4	53.1	0.00020160458179419	1.00015040023951
"2151"	"Clcn3"	500.0011745	0.338951609	0.203413107	1.666321378	0.095649421	0.623522569	402	773.5	0.000201604581868797	1.00015040023961
"2152"	"Col6a2"	66.47865962	1.426447103	0.856158377	1.666101905	0.095693119	0.623522569	129.2	58	0.955553031634667	0.0434045026866531
"2153"	"Poln"	3.07248536	-3.80430282	2.283258498	-1.666172631	0.095679036	0.623522569	0.2	10.6	0.000201604586710813	1.00015040024112
"2154"	"Rnf135"	15.74646453	-1.93139431	1.159256878	-1.666062411	0.095700984	0.623522569	8.8	44.9	0.000201604581852699	1.00015040023958
"2155"	"Zfp300"	7.788522872	-3.470246424	2.083625681	-1.665484571	0.095816119	0.623983024	1.2	25.7	0.000201604580788717	1.00015040023824
"2156"	"Fam53b"	222.3053798	0.454235118	0.272797796	1.665098192	0.095893167	0.624195135	194.5	324.1	0.000201604581868797	1.00015040023961
"2157"	"Wasl"	177.0078523	0.511674689	0.30739129	1.664571199	0.095998335	0.624590004	167.5	273.4	0.000201604581868797	1.00015040023961
"2158"	"Gm20008"	24.4090617	1.767302538	1.061863487	1.664340623	0.096044379	0.624600004	20.8	19.3	0.95555144006663	0.0434037752471507
"2159"	"Ric8a"	142.9745211	-0.607252625	0.365202599	-1.662782867	0.096355907	0.626335713	95.2	300.5	0.000201604581868797	1.00015040023961
"2160"	"Actr5"	97.82329578	-0.667173433	0.401554859	-1.661475183	0.096618049	0.626659977	66.6	211.2	0.000201604581868797	1.00015040023961
"2161"	"Fads3"	11.23500621	3.12536571	1.88205706	1.66061156	0.096791486	0.626659977	24.2	3.9	0.955551756292252	0.0434039193558447
"2162"	"Fkbp15"	240.2317036	0.458258894	0.275709181	1.662109665	0.096490788	0.626659977	208.8	360.7	0.000201604581868797	1.00015040023961
"2163"	"Gm37352"	33.81911071	1.034446368	0.622918015	1.660646094	0.096784546	0.626659977	28.4	38.4	0.000201698473149603	1.00015043862701
"2164"	"Imp4"	130.7232943	-0.56833008	0.342314304	-1.660258052	0.096862551	0.626659977	83.4	277.8	0.000201604581868797	1.00015040023961
"2165"	"Lyst"	844.5943564	0.317774416	0.191208038	1.661930217	0.096526767	0.626659977	601.1	1339.2	0.000201604581868797	1.00015040023961
"2166"	"Pwp1"	75.20872822	0.845023218	0.509023489	1.660086883	0.096896975	0.626659977	65.9	101.7	0.00020160448200468	1.00015040011981
"2167"	"Rabggta"	102.1890926	-0.729180048	0.439204949	-1.660227305	0.096868734	0.626659977	67.1	231.7	0.000201604581868797	1.00015040023961
"2168"	"Tmem243"	172.221407	0.469041835	0.282386662	1.660991463	0.096715161	0.626659977	167.8	259.2	0.000201604581868797	1.00015040023961
"2169"	"Tob2"	890.6430234	0.29927219	0.180125508	1.661464798	0.096620133	0.626659977	669.6	1409.9	0.000201604581868797	1.00015040023961
"2170"	"Zfp146"	33.17447799	1.740610538	1.048393545	1.660264456	0.096861263	0.626659977	40.3	31.9	0.955552486902197	0.0434042532214424
"2171"	"Cks1b"	102.0313936	-0.923512707	0.556552578	-1.659344944	0.097046304	0.626762968	68.3	241.5	0.000201604581868797	1.00015040023961
"2172"	"Gm47057"	6.173993331	1.512626434	0.911582039	1.659342076	0.097046881	0.626762968	11	10.1	0.000206115746623325	1.00015129294159
"2173"	"Lck"	2160.948327	-0.239046308	0.144033755	-1.659654764	0.096983925	0.626762968	1499.8	4216	0.000201604581868797	1.00015040023961
"2174"	"2610301B20Rik"	37.12730454	1.485751738	0.895996301	1.65821191	0.097274702	0.627851279	36.3	36	0.955550167035061	0.0434031965466982
"2175"	"Myadm"	100.6521621	0.945008639	0.569947566	1.658062416	0.097304869	0.627851279	99.9	120.1	0.000201615112331799	1.00015040779225
"2176"	"Extl3"	187.9945791	-0.481181318	0.290536318	-1.656183024	0.09768476	0.628856845	127.2	386.1	0.000201604581868797	1.00015040023961
"2177"	"Gm17586"	4.012880165	-4.829085509	2.915759855	-1.656201385	0.097681043	0.628856845	11.1	13.8	0.000201604595401195	1.00015040024676
"2178"	"Gm5069"	3.579000854	-2.406874871	1.452695841	-1.656833318	0.097553179	0.628856845	8.5	10.1	0.000201605212649003	1.00015040054051
"2179"	"Sirt1"	149.0916838	0.755083932	0.455810989	1.65657246	0.097605944	0.628856845	125.8	201.8	0.000201604581769599	1.00015040023949
"2180"	"Tmem258"	613.1206164	-0.435992065	0.263213971	-1.656416881	0.097637425	0.628856845	490.2	1243.5	0.000201604581868797	1.00015040023961
"2181"	"Ctla2a"	1022.391062	0.258516943	0.156206551	1.65496864	0.097930859	0.629286483	851.6	1692.4	0.000201604581868797	1.00015040023961
"2182"	"Gm5445"	5.636552884	-1.535981199	0.928056999	-1.655050498	0.097914255	0.629286483	2.1	13.2	0.000201604665378885	1.0001504002767
"2183"	"Mroh2a"	12.51166983	-1.92336968	1.161814302	-1.655488038	0.097825541	0.629286483	4.9	37.8	0.000201604581517134	1.00015040023915
"2184"	"Zfp157"	61.40705834	-1.064750491	0.643263382	-1.655232555	0.097877334	0.629286483	27.3	144.1	0.000201604581573811	1.00015040023925
